virus	study_strain_name	date	region	country	general_location	ird_strain_name	ird_accession
H3N2	A/Waikato/15/2003	2003-06-16	Oceania	NewZealand	NewZealand	A/Waikato/15/2003	CY013429
H3N2	A/Waikato/15/2005	2005-08-11	Oceania	NewZealand	NewZealand	A/Waikato/15/2005	CY015628
H3N2	A/Waikato/16/2004	2004-09-09	Oceania	NewZealand	NewZealand	A/Waikato/16/2004	CY015564
H3N2	A/Waikato/16/2005	2005-08-09	Oceania	NewZealand	NewZealand	A/Waikato/16/2005	CY014079
H3N2	A/Waikato/16/2008	2008-06-11	Oceania	NewZealand	NewZealand	A/Waikato/16/2008	KP457051
H3N2	A/Waikato/17/2000	2000-09-22	Oceania	NewZealand	NewZealand	A/Waikato/17/2000	CY013397
H3N2	A/Waikato/17/2008	2008-06-18	Oceania	NewZealand	NewZealand	A/Waikato/17/2008	KP459352
H3N2	A/Waikato/18/2005	2005-08-09	Oceania	NewZealand	NewZealand	A/Waikato/18/2005	CY016467
H3N2	A/Waikato/21/2002	2002-07-01	Oceania	NewZealand	NewZealand	A/Waikato/21/2002	CY011648
H3N2	A/Waikato/21/2004	2004-09-05	Oceania	NewZealand	NewZealand	A/Waikato/21/2004	CY012704
H3N2	A/Waikato/22/2004	2004-09-07	Oceania	NewZealand	NewZealand	A/Waikato/22/2004	CY013501
H3N2	A/Waikato/23/2002	2002-07-03	Oceania	NewZealand	NewZealand	A/Waikato/23/2002	CY015556
H3N2	A/Waikato/26/2004	2004-09-16	Oceania	NewZealand	NewZealand	A/Waikato/26/2004	CY013509
H3N2	A/Waikato/31/2002	2002-07-26	Oceania	NewZealand	NewZealand	A/Waikato/31/2002	CY013413
H3N2	A/Waikato/35/2004	2004-09-20	Oceania	NewZealand	NewZealand	A/Waikato/35/2004	CY013525
H3N2	A/Waikato/36/2002	2002-07-23	Oceania	NewZealand	NewZealand	A/Waikato/36/2002	CY013096
H3N2	A/Waikato/40/2004	2004-09-21	Oceania	NewZealand	NewZealand	A/Waikato/40/2004	CY012720
H3N2	A/Waikato/43/2004	2004-09-21	Oceania	NewZealand	NewZealand	A/Waikato/43/2004	CY013533
H3N2	A/Waikato/45/2004	2004-09-23	Oceania	NewZealand	NewZealand	A/Waikato/45/2004	CY013541
H3N2	A/Waikato/46/2003	2003-06-24	Oceania	NewZealand	NewZealand	A/Waikato/46/2003	CY013120
H3N2	A/Waikato/51/2002	2002-08-12	Oceania	NewZealand	NewZealand	A/Waikato/51/2002	CY012056
H3N2	A/Waikato/51/2004	2004-09-28	Oceania	NewZealand	NewZealand	A/Waikato/51/2004	CY013935
H3N2	A/Waikato/52/2002	2002-08-12	Oceania	NewZealand	NewZealand	A/Waikato/52/2002	CY012048
H3N2	A/Waikato/58/2006	2006-06-26	Oceania	NewZealand	NewZealand	A/Waikato/58/2006	EU124075
H3N2	A/Waikato/61/2003	2003-06-30	Oceania	NewZealand	NewZealand	A/Waikato/61/2003	CY011752
H3N2	A/Waikato/69/2004	2004-10-08	Oceania	NewZealand	NewZealand	A/Waikato/69/2004	CY013967
H3N2	A/Waikato/70/2004	2004-10-07	Oceania	NewZealand	NewZealand	A/Waikato/70/2004	CY016451
H3N2	A/Waikato/71/2004	2004-10-14	Oceania	NewZealand	NewZealand	A/Waikato/71/2004	CY013975
H3N2	A/Waikato/72/2004	2004-10-19	Oceania	NewZealand	NewZealand	A/Waikato/72/2004	CY013991
H3N2	A/Waikato/73/2004	2004-10-15	Oceania	NewZealand	NewZealand	A/Waikato/73/2004	CY013999
H3N2	A/Waikato/91/2003	2003-06-28	Oceania	NewZealand	NewZealand	A/Waikato/91/2003	CY012080
H3N2	A/Waikato/102/2003	2003-07-08	Oceania	NewZealand	NewZealand	A/Waikato/102/2003	CY012088
H3N2	A/Waikato/105/2001	2001-09-13	Oceania	NewZealand	NewZealand	A/Waikato/105/2001	CY012320
H3N2	A/Waikato/115/2003	2003-07-06	Oceania	NewZealand	NewZealand	A/Waikato/115/2003	CY012368
H3N2	A/Waikato/122/2003	2003-06-25	Oceania	NewZealand	NewZealand	A/Waikato/122/2003	CY012384
H3N2	A/Waikato/129/2003	2003-07-11	Oceania	NewZealand	NewZealand	A/Waikato/129/2003	CY012392
H3N2	A/Waikato/139/2003	2003-07-24	Oceania	NewZealand	NewZealand	A/Waikato/139/2003	CY012408
H3N2	A/Waikato/150/2003	2003-08-07	Oceania	NewZealand	NewZealand	A/Waikato/150/2003	CY012096
H3N2	A/Waikato/156/2003	2003-06-22	Oceania	NewZealand	NewZealand	A/Waikato/156/2003	CY012352
H3N2	A/Wallonia/G827/2009	2009-02-11	Europe	Belgium	Belgium	A/Wallonia/G827/2009	KP458089
H3N2	A/Washington/02/2010	2010-12-10	USACanada	USA	Washington	A/Washington/02/2010	KP458751
H3N2	A/Washington/05/2009	2009-03-03	USACanada	USA	Washington	A/Washington/05/2009	KP456908
H3N2	A/Washington/06/2009	2009-03-30	USACanada	USA	Washington	A/Washington/06/2009	KP457374
H3N2	A/WASHINGTON/7/2001	2001-12-11	USACanada	USA	Washington	A/Washington/7/2001	KP456495
H3N2	A/Washington/09/2008	2008-12-08	USACanada	USA	Washington	A/Washington/09/2008	KP458310
H3N2	A/Washington/10/2006	2006-12-19	USACanada	USA	Washington	A/Washington/10/2006	EU100699
H3N2	A/Washington/11/2006	2006-12-18	USACanada	USA	Washington	A/Washington/11/2006	EU100700
H3N2	A/Washington/15/2009	2009-04-06	USACanada	USA	Washington	A/Washington/15/2009	KP458030
H3N2	A/Washington/54/2009	2009-05-03	USACanada	USA	Washington	A/Washington/54/2009	KP458843
H3N2	A/Washington/2976/2012	2012-03-16	USACanada	USA	Washington	A/Washington/2976/2012	CY120861
H3N2	A/Washington/2997/2012	2012-03-24	USACanada	USA	Washington	A/Washington/2997/2012	CY120882
H3N2	A/Washington/2998/2012	2012-03-25	USACanada	USA	Washington	A/Washington/2998/2012	CY120883
H3N2	A/Washington/3008/2012	2012-04-08	USACanada	USA	Washington	A/Washington/3008/2012	CY120893
H3N2	A/Washington/3011/2012	2012-04-20	USACanada	USA	Washington	A/Washington/3011/2012	CY120896
H3N2	A/Washington/3013/2012	2012-04-09	USACanada	USA	Washington	A/Washington/3013/2012	CY120898
H3N2	A/Washington/3014/2012	2012-04-14	USACanada	USA	Washington	A/Washington/3014/2012	CY120899
H3N2	A/Washington/AF2834/2012	2012-02-07	USACanada	USA	Washington	A/Washington/AF2834/2012	CY112163
H3N2	A/Wellington/01/2004	2004-01-26	Oceania	NewZealand	NewZealand	A/Wellington/01/2004	CY012104
H3N2	A/Wellington/2/2005	2005-07-11	Oceania	NewZealand	NewZealand	A/Wellington/2/2005	CY014031
H3N2	A/Wellington/2/2008	2008-05-28	Oceania	NewZealand	NewZealand	A/Wellington/2/2008	KP459193
H3N2	A/Wellington/3/2005	2005-07-13	Oceania	NewZealand	NewZealand	A/Wellington/3/2005	CY014047
H3N2	A/Wellington/4/2005	2005-07-12	Oceania	NewZealand	NewZealand	A/Wellington/4/2005	CY015604
H3N2	A/Wellington/6/2002	2002-02-10	Oceania	NewZealand	NewZealand	A/Wellington/6/2002	CY011984
H3N2	A/Wellington/6/2004	2004-08-18	Oceania	NewZealand	NewZealand	A/Wellington/6/2004	CY012112
H3N2	A/Wellington/06/2008	2008-06-03	Oceania	NewZealand	NewZealand	A/Wellington/06/2008	KP456571
H3N2	A/Wellington/7/2005	2005-08-23	Oceania	NewZealand	NewZealand	A/Wellington/7/2005	CY016475
H3N2	A/Wellington/8/2004	2004-09-01	Oceania	NewZealand	NewZealand	A/Wellington/8/2004	CY012680
H3N2	A/Wellington/8/2005	2005-08-23	Oceania	NewZealand	NewZealand	A/Wellington/8/2005	CY014095
H3N2	A/Wellington/9/2003	2003-05-30	Oceania	NewZealand	NewZealand	A/Wellington/9/2003	CY012648
H3N2	A/Wellington/13/2008	2008-06-24	Oceania	NewZealand	NewZealand	A/Wellington/13/2008	KP457276
H3N2	A/Wellington/14/2004	2004-08-31	Oceania	NewZealand	NewZealand	A/Wellington/14/2004	CY012672
H3N2	A/Wellington/21/2000	2000-09-19	Oceania	NewZealand	NewZealand	A/Wellington/21/2000	CY019989
H3N2	A/Wellington/22/2004	2004-09-12	Oceania	NewZealand	NewZealand	A/Wellington/22/2004	CY012688
H3N2	A/Wellington/23/2004	2004-08-23	Oceania	NewZealand	NewZealand	A/Wellington/23/2004	CY013453
H3N2	A/Wellington/27/2004	2004-09-11	Oceania	NewZealand	NewZealand	A/Wellington/27/2004	CY013477
H3N2	A/Wellington/28/2003	2003-06-24	Oceania	NewZealand	NewZealand	A/Wellington/28/2003	CY011744
H3N2	A/Wellington/30/2000	2000-11-25	Oceania	NewZealand	NewZealand	A/Wellington/30/2000	CY013903
H3N2	A/Wellington/31/2008	2008-07-09	Oceania	NewZealand	NewZealand	A/Wellington/31/2008	KP457534
H3N2	A/Wellington/33/2006	2006-07-04	Oceania	NewZealand	NewZealand	A/Wellington/33/2006	EU124076
H3N2	A/Wellington/34/2001	2001-08-28	Oceania	NewZealand	NewZealand	A/Wellington/34/2001	CY012312
H3N2	A/Wellington/34/2003	2003-06-30	Oceania	NewZealand	NewZealand	A/Wellington/34/2003	CY012064
H3N2	A/Wellington/35/2004	2004-09-21	Oceania	NewZealand	NewZealand	A/Wellington/35/2004	CY013152
H3N2	A/Wellington/38/2002	2002-06-17	Oceania	NewZealand	NewZealand	A/Wellington/38/2002	CY011632
H3N2	A/Wellington/38/2006	2006-07-04	Oceania	NewZealand	NewZealand	A/Wellington/38/2006	CY030223
H3N2	A/Wellington/40/2008	2008-07-03	Oceania	NewZealand	NewZealand	A/Wellington/40/2008	KP456718
H3N2	A/Wellington/44/2004	2004-09-21	Oceania	NewZealand	NewZealand	A/Wellington/44/2004	CY013485
H3N2	A/Wellington/49/2003	2003-07-08	Oceania	NewZealand	NewZealand	A/Wellington/49/2003	CY012664
H3N2	A/Wellington/53/2003	2003-07-16	Oceania	NewZealand	NewZealand	A/Wellington/53/2003	CY012376
H3N2	A/Wellington/55/2004	2004-09-27	Oceania	NewZealand	NewZealand	A/Wellington/55/2004	CY020341
H3N2	A/Wellington/58/2004	2004-09-27	Oceania	NewZealand	NewZealand	A/Wellington/58/2004	CY013517
H3N2	A/Wellington/62/2004	2004-10-05	Oceania	NewZealand	NewZealand	A/Wellington/62/2004	CY013549
H3N2	A/Wellington/79/2002	2002-08-20	Oceania	NewZealand	NewZealand	A/Wellington/79/2002	CY012040
H3N2	A/Wellington/80/2002	2002-08-20	Oceania	NewZealand	NewZealand	A/Wellington/80/2002	CY012032
H3N2	A/Wellington/86/2002	2002-09-13	Oceania	NewZealand	NewZealand	A/Wellington/86/2002	CY011688
H3N2	A/West_Coast/32/2001	2001-07-03	Oceania	NewZealand	NewZealand	A/West_Coast/32/2001	CY009404
H3N2	A/Western_Australia/1/2000	2000-09-12	Oceania	Australia	WesternAustralia	A/Western_Australia/1/2000	CY017323
H3N2	A/Western_Australia/2/2000	2000-09-20	Oceania	Australia	WesternAustralia	A/Western_Australia/2/2000	CY015644
H3N2	A/Western_Australia/5/2000	2000-09-25	Oceania	Australia	WesternAustralia	A/Western_Australia/5/2000	CY017331
H3N2	A/Western_Australia/6/2000	2000-10-04	Oceania	Australia	WesternAustralia	A/Western_Australia/6/2000	CY111522
H3N2	A/Western_Australia/9/2000	2000-10-08	Oceania	Australia	WesternAustralia	A/Western_Australia/9/2000	CY017347
H3N2	A/Western_Australia/10/2000	2000-10-19	Oceania	Australia	WesternAustralia	A/Western_Australia/10/2000	CY016491
H3N2	A/Western_Australia/11/2000	2000-10-14	Oceania	Australia	WesternAustralia	A/Western_Australia/11/2000	CY015668
H3N2	A/Western_Australia/12/2000	2000-10-11	Oceania	Australia	WesternAustralia	A/Western_Australia/12/2000	CY016499
H3N2	A/Western_Australia/13/2001	2001-07-11	Oceania	Australia	WesternAustralia	A/Western_Australia/13/2001	CY015676
H3N2	A/Western_Australia/14/2001	2001-09-26	Oceania	Australia	WesternAustralia	A/Western_Australia/14/2001	CY015684
H3N2	A/Western_Australia/15/2001	2001-09-25	Oceania	Australia	WesternAustralia	A/Western_Australia/15/2001	CY013216
H3N2	A/Western_Australia/17/2001	2001-10-02	Oceania	Australia	WesternAustralia	A/Western_Australia/17/2001	CY015700
H3N2	A/Western_Australia/23/2002	2002-06-25	Oceania	Australia	WesternAustralia	A/Western_Australia/23/2002	CY013224
H3N2	A/Western_Australia/24/2002	2002-06-25	Oceania	Australia	WesternAustralia	A/Western_Australia/24/2002	CY017355
H3N2	A/Western_Australia/25/2002	2002-07-10	Oceania	Australia	WesternAustralia	A/Western_Australia/25/2002	CY015708
H3N2	A/Western_Australia/26/2002	2002-07-08	Oceania	Australia	WesternAustralia	A/Western_Australia/26/2002	CY015716
H3N2	A/Western_Australia/29/2002	2002-08-21	Oceania	Australia	WesternAustralia	A/Western_Australia/29/2002	CY015732
H3N2	A/Western_Australia/30/2002	2002-08-19	Oceania	Australia	WesternAustralia	A/Western_Australia/30/2002	CY015740
H3N2	A/Western_Australia/31/2002	2002-08-26	Oceania	Australia	WesternAustralia	A/Western_Australia/31/2002	CY015748
H3N2	A/Western_Australia/32/2002	2002-08-26	Oceania	Australia	WesternAustralia	A/Western_Australia/32/2002	CY017091
H3N2	A/Western_Australia/34/2002	2002-08-28	Oceania	Australia	WesternAustralia	A/Western_Australia/34/2002	CY019931
H3N2	A/Western_Australia/35/2002	2002-09-29	Oceania	Australia	WesternAustralia	A/Western_Australia/35/2002	CY015756
H3N2	A/Western_Australia/38/2003	2003-09-08	Oceania	Australia	WesternAustralia	A/Western_Australia/38/2003	CY015780
H3N2	A/Western_Australia/39/2003	2003-09-24	Oceania	Australia	WesternAustralia	A/Western_Australia/39/2003	CY015788
H3N2	A/Western_Australia/40/2003	2003-09-17	Oceania	Australia	WesternAustralia	A/Western_Australia/40/2003	CY015796
H3N2	A/Western_Australia/41/2003	2003-09-23	Oceania	Australia	WesternAustralia	A/Western_Australia/41/2003	CY015804
H3N2	A/Western_Australia/42/2003	2003-09-17	Oceania	Australia	WesternAustralia	A/Western_Australia/42/2003	CY015812
H3N2	A/Western_Australia/43/2003	2003-09-12	Oceania	Australia	WesternAustralia	A/Western_Australia/43/2003	CY015820
H3N2	A/Western_Australia/44/2003	2003-10-22	Oceania	Australia	WesternAustralia	A/Western_Australia/44/2003	CY015828
H3N2	A/Western_Australia/45/2003	2003-09-09	Oceania	Australia	WesternAustralia	A/Western_Australia/45/2003	CY015836
H3N2	A/Western_Australia/46/2003	2003-09-10	Oceania	Australia	WesternAustralia	A/Western_Australia/46/2003	CY015844
H3N2	A/Western_Australia/47/2003	2003-10-03	Oceania	Australia	WesternAustralia	A/Western_Australia/47/2003	CY015852
H3N2	A/Western_Australia/48/2003	2003-10-06	Oceania	Australia	WesternAustralia	A/Western_Australia/48/2003	CY015860
H3N2	A/Western_Australia/49/2003	2003-09-15	Oceania	Australia	WesternAustralia	A/Western_Australia/49/2003	CY017797
H3N2	A/Western_Australia/51/2004	2004-09-21	Oceania	Australia	WesternAustralia	A/Western_Australia/51/2004	CY015876
H3N2	A/Western_Australia/55/2004	2004-09-14	Oceania	Australia	WesternAustralia	A/Western_Australia/55/2004	CY015908
H3N2	A/Western_Australia/56/2004	2004-10-04	Oceania	Australia	WesternAustralia	A/Western_Australia/56/2004	CY015916
H3N2	A/Western_Australia/57/2004	2004-10-07	Oceania	Australia	WesternAustralia	A/Western_Australia/57/2004	CY015924
H3N2	A/Western_Australia/58/2004	2004-10-01	Oceania	Australia	WesternAustralia	A/Western_Australia/58/2004	CY015932
H3N2	A/Western_Australia/62/2004	2004-10-19	Oceania	Australia	WesternAustralia	A/Western_Australia/62/2004	CY015964
H3N2	A/Western_Australia/64/2004	2004-10-28	Oceania	Australia	WesternAustralia	A/Western_Australia/64/2004	CY015980
H3N2	A/Western_Australia/65/2005	2005-01-04	Oceania	Australia	WesternAustralia	A/Western_Australia/65/2005	CY015988
H3N2	A/Western_Australia/66/2005	2005-06-28	Oceania	Australia	WesternAustralia	A/Western_Australia/66/2005	CY015996
H3N2	A/Western_Australia/67/2005	2005-07-09	Oceania	Australia	WesternAustralia	A/Western_Australia/67/2005	CY018925
H3N2	A/Western_Australia/68/2005	2005-07-04	Oceania	Australia	WesternAustralia	A/Western_Australia/68/2005	CY016004
H3N2	A/Western_Australia/69/2005	2005-07-05	Oceania	Australia	WesternAustralia	A/Western_Australia/69/2005	CY016979
H3N2	A/Western_Australia/71/2005	2005-10-20	Oceania	Australia	WesternAustralia	A/Western_Australia/71/2005	CY020005
H3N2	A/Western_Australia/74/2005	2005-07-29	Oceania	Australia	WesternAustralia	A/Western_Australia/74/2005	CY016028
H3N2	A/Western_Australia/75/2005	2005-07-27	Oceania	Australia	WesternAustralia	A/Western_Australia/75/2005	CY016036
H3N2	A/Western_Australia/76/2005	2005-08-01	Oceania	Australia	WesternAustralia	A/Western_Australia/76/2005	CY017099
H3N2	A/WESTERN-SEPIK/12/2009	2009-08-28	Oceania	PapuaNewGuinea	PapuaNewGuinea	A/Western Sepik/12/2009	KP458529
H3N2	A/WESTERN-SEPIK/20/2009	2009-09-07	Oceania	PapuaNewGuinea	PapuaNewGuinea	A/Western Sepik/20/2009	KP459253
H3N2	A/Whanganui/417/2004	2004-09-10	Oceania	NewZealand	NewZealand	A/Whanganui/417/2004	CY007331
H3N2	A/Wisconsin/04/2008	2008-01-30	USACanada	USA	Wisconsin	A/Wisconsin/04/2008	KP459339
H3N2	A/Wisconsin/05/2009	2009-02-05	USACanada	USA	Wisconsin	A/Wisconsin/05/2009	KP458668
H3N2	A/Wisconsin/11/2010	2010-09-29	USACanada	USA	Wisconsin	A/Wisconsin/11/2010	KP457957
H3N2	A/Wisconsin/13/2008	2008-07-31	USACanada	USA	Wisconsin	A/Wisconsin/13/2008	KP457094
H3N2	A/WISCONSIN/14/2001	2001-11-23	USACanada	USA	Wisconsin	A/Wisconsin/14/2001	KP456688
H3N2	A/WISCONSIN/17/2001	2001-12-02	USACanada	USA	Wisconsin	A/Wisconsin/17/2001	KP457369
H3N2	A/Wisconsin/27/2007	2007-03-26	USACanada	USA	Wisconsin	A/Wisconsin/27/2007	KP456420
H3N2	A/Wisconsin/31/2010	2010-12-28	USACanada	USA	Wisconsin	A/Wisconsin/31/2010	KP458876
H3N2	A/Wisconsin/42/2006	2006-12-12	USACanada	USA	Wisconsin	A/Wisconsin/42/2006	EU100701
H3N2	A/Wisconsin/43/2006	2006-12-16	USACanada	USA	Wisconsin	A/Wisconsin/43/2006	EU100670
H3N2	A/Wisconsin/44/2006	2006-12-27	USACanada	USA	Wisconsin	A/Wisconsin/44/2006	EU100696
H3N2	A/Wisconsin/45/2006	2006-12-15	USACanada	USA	Wisconsin	A/Wisconsin/45/2006	EU100715
H3N2	A/Wisconsin/46/2006	2006-12-16	USACanada	USA	Wisconsin	A/Wisconsin/46/2006	EU100716
H3N2	A/Wuhan/9/2002	2002-01-09	NorthChina	China	Hubei	A/Wuhan/9/2002	CY107977
H3N2	A/Wuhan/12/2001	2001-XX-XX	NorthChina	China	Hubei	A/Wuhan/12/2001	CY107904
H3N2	A/Wuhan/12/2002	2002-01-10	NorthChina	China	Hubei	A/Wuhan/12/2002	KP458346
H3N2	A/Wuhan/16/2002	2002-01-17	NorthChina	China	Hubei	A/Wuhan/16/2002	KP457734
H3N2	A/Wuhan/29/2004	2004-02-09	NorthChina	China	Hubei	A/Wuhan/29/2004	CY108494
H3N2	A/Wuhan/144/2003	2003-05-07	NorthChina	China	Hubei	A/Wuhan/144/2003	CY108088
H3N2	A/Wuhan/154/2003	2003-05-14	NorthChina	China	Hubei	A/Wuhan/154/2003	CY108084
H3N2	A/Wuhan/206/2004	2004-07-05	NorthChina	China	Hubei	A/Wuhan/206/2004	CY108515
H3N2	A/Wuhan/278/2003	2003-08-17	NorthChina	China	Hubei	A/Wuhan/278/2003	CY108086
H3N2	A/Wuhan/289/2005	2005-08-15	NorthChina	China	Hubei	A/Wuhan/289/2005	CY108605
H3N2	A/WUHAN/295/2005	2005-08-20	NorthChina	China	Hubei	A/WUHAN/295/2005	CY108577
H3N2	A/WUHAN/374/2001	2001-11-15	NorthChina	China	Hubei	A/Wuhan/374/2001	KP457925
H3N2	A/Wuhan/375/2001	2001-11-14	NorthChina	China	Hubei	A/Wuhan/375/2001	CY107905
H3N2	A/Wuhan/388/2001	2001-11-20	NorthChina	China	Hubei	A/Wuhan/388/2001	CY107902
H3N2	A/WUHAN/396/2001	2001-11-29	NorthChina	China	Hubei	A/Wuhan/396/2001	KP458823
H3N2	A/Wuhan/397/2001	2001-12-05	NorthChina	China	Hubei	A/Wuhan/397/2001	CY107901
H3N2	A/WUHAN/401/2001	2001-12-06	NorthChina	China	Hubei	A/Wuhan/401/2001	KP457741
H3N2	A/Wuhan/412/2002	2002-XX-XX	NorthChina	China	Hubei	A/Wuhan/412/2002	CY107978
H3N2	A/Wuhan/428/2001	2001-12-25	NorthChina	China	Hubei	A/Wuhan/428/2001	CY107900
H3N2	A/Wuhan/433/2001	2001-12-26	NorthChina	China	Hubei	A/Wuhan/433/2001	CY107903
H3N2	A/Wulumuqi/203/2008	2008-10-20	NorthChina	China	Xinjiang	A/Wulumuqi/203/2008	CY108807
H3N2	A/Wyoming/02/2006	2006-02-09	USACanada	USA	Wyoming	A/Wyoming/02/2006	EU199252
H3N2	A/Wyoming/04/2007	2007-03-14	USACanada	USA	Wyoming	A/Wyoming/04/2007	KP456531
H3N2	A/Wyoming/06/2010	2010-11-28	USACanada	USA	Wyoming	A/Wyoming/06/2010	KP456829
H3N2	A/Xinjiang_Hutubi/1228/2008	2008-12-23	NorthChina	China	Xinjiang	A/Xinjiang_Hutubi/1228/2008	CY108823
H3N2	A/Xinjing/Tulufan540/2008	2008-01-13	NorthChina	China	Xinjiang	A/Xinjing Tulufan/540/2008	KP457974
H3N2	A/YAMAGATA/592/2001	2001-04-06	JapanKorea	Japan	Yamagata	A/Yamagata/592/2001	KP458296
H3N2	A/Yamagata/K16/2006	2006-01-14	JapanKorea	Japan	Yamagata	A/Yamagata/K16/2006	AB271828
H3N2	A/Yamagata/K22/2006	2006-01-20	JapanKorea	Japan	Yamagata	A/Yamagata/K22/2006	AB271829
H3N2	A/Yamagata/K32/2006	2006-01-26	JapanKorea	Japan	Yamagata	A/Yamagata/K32/2006	AB271830
H3N2	A/Yamagata/K34/2006	2006-01-26	JapanKorea	Japan	Yamagata	A/Yamagata/K34/2006	AB271831
H3N2	A/Yamagata/K38/2006	2006-01-28	JapanKorea	Japan	Yamagata	A/Yamagata/K38/2006	AB271832
H3N2	A/Yamagata/K46/2006	2006-02-03	JapanKorea	Japan	Yamagata	A/Yamagata/K46/2006	AB271834
H3N2	A/Yamagata/K55/2006	2006-02-13	JapanKorea	Japan	Yamagata	A/Yamagata/K55/2006	AB271835
H3N2	A/Yamagata/K58/2006	2006-02-13	JapanKorea	Japan	Yamagata	A/Yamagata/K58/2006	AB271836
H3N2	A/Yamagata/K74/2006	2006-02-24	JapanKorea	Japan	Yamagata	A/Yamagata/K74/2006	AB271837
H3N2	A/Yamagata/K83/2006	2006-03-03	JapanKorea	Japan	Yamagata	A/Yamagata/K83/2006	AB271838
H3N2	A/YAMANASHI/195/2010	2010-10-23	JapanKorea	Japan	Yamanashi	A/Yamanashi/195/2010	KP459009
H3N2	A/Yokohama/96/2010	2010-12-06	JapanKorea	Japan	Kanagawa	A/Yokohama/96/2010	KP457910
H3N2	A/YOKOHAMA/97/2010	2010-12-03	JapanKorea	Japan	Kanagawa	A/Yokohama/97/2010	KP457179
H3N2	A/YOKOHAMA/111/2000	2000-12-25	JapanKorea	Japan	Kanagawa	A/Yokohama/111/2000	KP456585
H3N2	A/Yokohama/2013/2003	2003-XX-XX	JapanKorea	Japan	Kanagawa	A/Yokohama/2013/2003	AB671293
H3N2	A/Yucatan/844/2003	2003-03-19	CentralAmerica	Mexico	Mexico	A/Yucatan/844/2003	CY032961
H3N2	A/Yucatan/ME6057/2003	2003-03-20	CentralAmerica	Mexico	Mexico	A/Yucatan/ME6057/2003	CY032969
H3N2	A/Yunnan_Anning/145/2007	2007-04-02	SouthChina	China	Yunnan	A/Yunnan_Anning/145/2007	CY108728
H3N2	A/Yunnan_Chuxiong/190/2009	2009-03-26	SouthChina	China	Yunnan	A/Yunnan_Chuxiong/190/2009	CY108908
H3N2	A/Yunnan_Mengzi/1464/2008	2008-10-22	SouthChina	China	Yunnan	A/Yunnan_Mengzi/1464/2008	CY108808
H3N2	A/Yunnan-Xishan/1709/2010	2010-09-06	SouthChina	China	Yunnan	A/Yunnan Xishan/1709/2010	KP458953
H3N2	A/Yunnan/184/2003	2003-03-19	SouthChina	China	Yunnan	A/Yunnan/184/2003	CY108095
H3N2	A/Yunnan/1007/2004	2004-10-29	SouthChina	China	Yunnan	A/Yunnan/1007/2004	CY108501
H3N2	A/Zagreb/1216/2007	2007-XX-XX	Europe	Croatia	Croatia	A/Zagreb/1216/2007	KP458707
H3N2	A/Zhejiang_Jianggan/152/2007	2007-01-31	SouthChina	China	Zhejiang	A/Zhejiang_Jianggan/152/2007	CY108732
H3N2	A/Zhejiang_Wucheng/128/2007	2007-02-01	SouthChina	China	Zhejiang	A/Zhejiang_Wucheng/128/2007	CY108735
H3N2	A/Zhejiang_Wuxing/19/2007	2007-01-19	SouthChina	China	Zhejiang	A/Zhejiang_Wuxing/19/2007	CY108736
H3N2	A/Zhejiang/8/2002	2002-05-09	SouthChina	China	Zhejiang	A/Zhejiang/8/2002	KP459137
H3N2	A/Zhuhai/258/2008	2008-03-28	SouthChina	China	Guangdong	A/Zhuhai/258/2008	GQ497093
H3N2	A/Zhuhai/338/2007	2007-05-29	SouthChina	China	Guangdong	A/Zhuhai/338/2007	GQ497090
H3N2	A/Zhuhai/343/2008	2008-04-25	SouthChina	China	Guangdong	A/Zhuhai/343/2008	GQ497094
H3N2	A/Zhuhai/354/2005	2005-06-06	SouthChina	China	Guangdong	A/Zhuhai/354/2005	GQ497086
H3N2	A/Zhuhai/358/2005	2005-06-06	SouthChina	China	Guangdong	A/Zhuhai/358/2005	GQ497087
H3N2	A/Zhuhai/676/2008	2008-07-07	SouthChina	China	Guangdong	A/Zhuhai/676/2008	GQ497097
H3N2	A/Zhuhai/798/2008	2008-07-27	SouthChina	China	Guangdong	A/Zhuhai/798/2008	GQ497098
H3N2	A/Zhuhai/902/2008	2008-08-11	SouthChina	China	Guangdong	A/Zhuhai/902/2008	GQ497100
H3N2	A/Zhuhai/943/2008	2008-08-18	SouthChina	China	Guangdong	A/Zhuhai/943/2008	GQ497099
H3N2	A/Zrenjanin/580/2009	2009-02-05	Europe	Serbia	Serbia	A/Zrenjanin/580/2009	KP458624
H3N2	AG-2289	2003-07-03	SouthAmerica	Argentina	Argentina	A/Argentina/2289/2003	KP456791
H3N2	AG-3065	2005-06-09	SouthAmerica	Argentina	Argentina	A/Argentina/3065/2005	KP457236
H3N2	AG-3509	2006-06-28	SouthAmerica	Argentina	Argentina	A/Argentina/3509/2006	KP457820
H3N2	AG-R1-06	2006-01-31	SouthAmerica	Argentina	Argentina	A/Argentina/R1/2006	KP458097
H3N2	AG-R26-04	2004-04-03	SouthAmerica	Argentina	Argentina	A/Argentina/R26/2004	KP457589
H3N2	AG-R55-05	2005-05-26	SouthAmerica	Argentina	Argentina	A/Argentina/R55/2005	KP457776
H3N2	AG-R56-05	2005-05-26	SouthAmerica	Argentina	Argentina	A/Argentina/R56/2005	KP456198
H3N2	AG-R113-05	2005-06-10	SouthAmerica	Argentina	Argentina	A/Argentina/R113/2005	KP458804
