state	posterior	prior	likelihood	treeModel.rootHeight	skyride.precision	CP1+2.kappa	CP3.kappa	CP1+2.frequencies1	CP1+2.frequencies2	CP1+2.frequencies3	CP1+2.frequencies4	CP3.frequencies1	CP3.frequencies2	CP3.frequencies3	CP3.frequencies4	CP1+2.alpha	CP3.alpha	CP1+2.mu	CP3.mu	clock.rate	CP1+2.treeLikelihood	CP3.treeLikelihood	skyride
400000	-28701.62556665539	-7598.951640404237	-21102.673926251155	14.934229383759396	0.16749560324582535	5.608572504987572	11.22395364453149	0.34823299361566706	0.21079042875572931	0.2301299255343636	0.21084665209423942	0.36132722306783477	0.21837563570910068	0.13622711563271897	0.284070025590346	0.19612552720120505	2.0508004847299333	0.5957884549355144	1.808423090128981	0.002882764528028817	-8306.417804421131	-12796.256121830022	-7587.074030605912
800000	-28841.349101879612	-7757.856605115102	-21083.49249676451	15.185696262394924	0.13216720802077947	4.649119737255696	11.166979431418024	0.326588170241827	0.2205666619545657	0.24080263391280504	0.2120425338908016	0.3660869445097815	0.1859975064233612	0.1500752936344174	0.29784025543244036	0.22618847769179548	1.9149337815440461	0.5186835877702981	1.9626328244594131	0.002965461680515688	-8265.355842414889	-12818.13665434962	-7746.592114874751
1200000	-29006.369892503237	-7944.250300959568	-21062.11959154367	15.193761516798979	0.11382451925119953	5.08586100419313	10.237472162742954	0.3414053709206683	0.22125526447555963	0.22257635932884143	0.21476300527493006	0.341587434268495	0.22428764183733127	0.14070116316301423	0.29342376073116005	0.20567683287005792	1.9001793265400402	0.4998060814736255	2.0003878370527572	0.0026609370928309477	-8279.113540618559	-12783.00605092511	-7933.475574008149
1600000	-29140.642877473627	-8099.782406636566	-21040.860470837062	15.047972020723579	0.08030755973726562	5.070660792488051	10.26249464721852	0.3232623535113147	0.2201793595158206	0.2614022284826578	0.19515605849020587	0.3476984988998765	0.20224647162643758	0.1554747721496304	0.29458025732405635	0.18207399079129694	1.6938526772228206	0.5551320534888282	1.8897358930223525	0.002586499817257927	-8267.02382851303	-12773.836642324031	-8089.898993901506
2000000	-28740.163701439706	-7648.550147414019	-21091.613554025687	14.871149670414702	0.16430102262563617	5.052263926609526	11.058370570295946	0.31115497180438767	0.22629953059032676	0.23768141834347323	0.2248640792618112	0.3492172196872873	0.19083906239644552	0.1545549937823929	0.30538872413387497	0.21049309841764366	1.5094140282018824	0.5690135758245932	1.8619728483508187	0.0026817105360505107	-8289.51537226178	-12802.098181763908	-7638.083049956011
2400000	-29146.44733743405	-8116.7315671216775	-21029.71577031237	15.101675176982454	0.07278836841802082	5.435920295057555	10.45387634131772	0.3452424812749332	0.1987570239770507	0.24162622059278724	0.21437427415522758	0.3503624888417933	0.187323471653343	0.15126617653633057	0.31104786296853404	0.2061456270932243	1.8438498716867373	0.5550900400528211	1.8898199198943617	0.0026975943324904924	-8301.008864077965	-12728.706906234405	-8106.384113746106
2800000	-29303.07914250812	-8222.705947072549	-21080.37319543557	14.789272237326777	0.06242520250649649	5.381099730220491	10.532894079183952	0.32408911094559373	0.2157791494337062	0.24395503992199125	0.21617669969870756	0.34733228341005173	0.1974159810281973	0.16895213716359397	0.2862995983981582	0.23022144947377585	2.073295079848712	0.5428529530906678	1.9142940938186663	0.0027902151829248063	-8266.633492723935	-12813.739702711637	-8211.917015631021
3200000	-29018.298587937985	-7931.411225440457	-21086.887362497528	15.021598102980207	0.0887515320786713	5.866320349656308	10.659557452805206	0.33350189818730275	0.18416755825137165	0.257901135689168	0.22442940787215637	0.3644977070410033	0.19097881708374972	0.14103772121117297	0.30348575466407524	0.19577473736699255	1.7320675094868996	0.5118503228935655	1.97629935421287	0.0027269335492342566	-8277.236380794171	-12809.650981703357	-7921.009045520213
3600000	-28978.440873190353	-7871.430482892049	-21107.010390298303	15.120305080799671	0.09588644801707114	5.240607906638722	10.63867966506799	0.3419531628273355	0.21294689095063796	0.22642244811445786	0.21867749810756723	0.3498840997895246	0.20859225927522224	0.14778484623566104	0.2937387946995932	0.24683704363298306	1.4963082190931327	0.5990647658564643	1.8018704682870728	0.0030447167631263102	-8311.795699348397	-12795.214690949904	-7861.192585763531
4000000	-29112.136070012068	-7983.94530617007	-21128.190763841998	14.972623263375652	0.07221423886599296	5.04528000457686	11.275727332789273	0.35574466979871827	0.17971154673671125	0.2288120635260107	0.2357317199385586	0.3509978011864864	0.19987317107845093	0.1520936021132084	0.29703542562185525	0.19649326821816124	2.2483537124895188	0.5699583067563656	1.8600833864872697	0.003067446782199149	-8321.071296639246	-12807.119467202752	-7972.572782781536
4400000	-28863.72438294832	-7773.042467335099	-21090.68191561322	15.265604073569145	0.11492839293059033	4.734886848360363	10.42865195174438	0.34160531869918986	0.21199407842665927	0.23247673092674995	0.21392387194739962	0.36563256081839224	0.1817853589274965	0.13855131628037692	0.3140307639737352	0.19610808359756313	1.75382390969018	0.542800930978325	1.9143981380433512	0.0028283040631097273	-8275.344857190541	-12815.337058422676	-7762.60274478949
