statistic	lower	mean	upper
all	0.692507	0.752218	0.829813
Europe	0.305557	0.588907	0.779734
India	0.582595	1.29663	1.8742
JapanKorea	0.286824	0.588783	0.866193
NorthChina	0.404603	0.856573	1.2911
Oceania	0.299157	0.558573	0.685898
SouthAmerica	0.310169	0.726594	1.07024
SouthChina	0.118625	0.477077	0.650642
SoutheastAsia	0.331558	0.965698	1.35055
USACanada	0.314651	0.811995	1.27746
China	0.346257	1.02996	1.44153
