# BEAST v1.7.5
# Generated Thu Feb 13 03:16:33 GMT 2014 [seed=1392261390306]
state	posterior	prior	likelihood	geoSiteModel.mu	nonZeroRateCount	geoRates1	geoRates2	geoRates3	geoRates4	geoRates5	geoRates6	geoRates7	geoRates8	geoRates9	geoRates10	geoRates11	geoRates12	geoRates13	geoRates14	geoRates15	geoRates16	geoRates17	geoRates18	geoRates19	geoRates20	geoRates21	geoRates22	geoRates23	geoRates24	geoRates25	geoRates26	geoRates27	geoRates28	geoRates29	geoRates30	geoRates31	geoRates32	geoRates33	geoRates34	geoRates35	geoRates36	geoRates37	geoRates38	geoRates39	geoRates40	geoRates41	geoRates42	geoRates43	geoRates44	geoRates45	geoRates46	geoRates47	geoRates48	geoRates49	geoRates50	geoRates51	geoRates52	geoRates53	geoRates54	geoRates55	geoRates56	geoRates57	geoRates58	geoRates59	geoRates60	geoRates61	geoRates62	geoRates63	geoRates64	geoRates65	geoRates66	geoRates67	geoRates68	geoRates69	geoRates70	geoRates71	geoRates72	geoIndicators1	geoIndicators2	geoIndicators3	geoIndicators4	geoIndicators5	geoIndicators6	geoIndicators7	geoIndicators8	geoIndicators9	geoIndicators10	geoIndicators11	geoIndicators12	geoIndicators13	geoIndicators14	geoIndicators15	geoIndicators16	geoIndicators17	geoIndicators18	geoIndicators19	geoIndicators20	geoIndicators21	geoIndicators22	geoIndicators23	geoIndicators24	geoIndicators25	geoIndicators26	geoIndicators27	geoIndicators28	geoIndicators29	geoIndicators30	geoIndicators31	geoIndicators32	geoIndicators33	geoIndicators34	geoIndicators35	geoIndicators36	geoIndicators37	geoIndicators38	geoIndicators39	geoIndicators40	geoIndicators41	geoIndicators42	geoIndicators43	geoIndicators44	geoIndicators45	geoIndicators46	geoIndicators47	geoIndicators48	geoIndicators49	geoIndicators50	geoIndicators51	geoIndicators52	geoIndicators53	geoIndicators54	geoIndicators55	geoIndicators56	geoIndicators57	geoIndicators58	geoIndicators59	geoIndicators60	geoIndicators61	geoIndicators62	geoIndicators63	geoIndicators64	geoIndicators65	geoIndicators66	geoIndicators67	geoIndicators68	geoIndicators69	geoIndicators70	geoIndicators71	geoIndicators72
0	-2421.360932945333	-82.29722457733621	-2339.0637083679967	0.1	72.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
10000	-1876.7574561651315	-130.59286975778727	-1746.1645864073444	0.804321041817816	52.0	2.8270995244770134	2.605810257932292	1.9797145964861338	0.2995246728117974	1.2262690186233367	1.6661203262586584	0.5396860576078534	0.8058339041163016	4.338375796627054	2.6986888255488983	0.3586437725866377	0.5332064040168472	1.2775443632154293	1.8208844619700641	0.4010960885751592	1.055108916363856	0.4749694491781764	0.6791782182570312	1.6593026312513839	1.56843030148669	1.264955906932554	1.93632093540897	1.5706572430852601	1.4843894604432692	1.9240764259606176	0.7281914491718562	11.887278502567497	0.8909867974792532	2.350494679481174	0.5249188260827531	0.6890895602666873	3.208927308074521	2.207000226372871	2.7690066461604363	2.3107770779690733	1.581478421484907	2.1363139807797213	3.071685621165366	0.6384595407202804	1.4980415420937931	0.2879561398211428	1.3904015171097759	0.2480950851996697	4.530619231664681	1.352229008922719	0.7529395933266044	0.33699123810595777	2.314669567322469	2.1114624372790964	2.2377650152413704	0.3464066756703555	0.29566730101325267	1.4359677591379154	0.5159960634316447	0.21941778210459045	1.1020221831618977	2.9975997727371815	1.0450909589812223	0.769693745852353	2.4452084781583716	1.391630252792534	2.78611036309179	1.8191752659907028	1.8386625728336647	0.4200975193225078	3.046030597153648	2.2142512250678204	4.054081625576472	0.5163898388741389	0.08969159020372697	2.4218296248692925	0.9908585917454191	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
20000	-1909.6172426889682	-142.21466214248628	-1767.4025805464819	0.8178181338971203	55.0	3.353822780249708	2.564465138811979	0.7582647782848562	0.009267851510608695	0.6994141719909338	1.5210718232461558	0.030028302307005265	0.5578015704471405	1.292379123503031	0.46158845619829575	0.61903306084065	0.10642992243997806	0.6445013846934505	0.45539194795850163	0.8899164938028192	3.924220325731681	0.4234704746349023	0.4073893219003033	4.351239822872035	2.323926887066079	2.2905039753956555	2.720044246678308	4.929148650056946	4.414043117574428	0.47315034443173526	3.3991896175487226	11.946916444767327	1.152289925098391	1.8279019408628145	0.9873798405409366	1.7995279095640802	0.4881056865377724	0.7207164318024962	4.480145975600423	1.9474405355522932	0.9939403094848988	3.0773489164598007	0.8745581329609986	0.9590632290832325	0.6570059654819179	0.4626548399430758	1.3071453898945793	0.9543275688140813	3.4944206360637886	2.3790920070602435	1.6100962957605616	1.222576960542749	4.422050732990088	2.8905352983060326	0.959127362145505	0.4874678269132182	1.7153128315382515	2.0573801282177824	0.49608464744900066	0.5439236571786338	1.1430837831517655	4.349206875460494	1.3972991396607501	1.7916499348244497	1.5511139987555727	1.34181023029006	1.0807839845333909	4.427570144388643	1.1842569194406787	0.6490826894222262	0.9187425808881794	2.369734601645394	4.633078721346641	1.6179009258782333	0.16480897278074585	2.4239321484815872	1.5102116524021334	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
30000	-1915.2177763407637	-134.38494611784856	-1780.8328302229152	1.0234832019165454	49.0	2.7771428095456687	3.8103100495558717	2.1414648807234813	0.03746710243433101	1.5764397820243905	0.966814727466203	1.5911517662921115	1.0142420932927199	0.05400575642579477	0.6161960269298502	2.8711532433913205	1.0323031582148887	5.8654236668822	0.7508765728942435	0.9631695999492381	0.40255791137962804	0.2701826942843324	2.3777255847074015	3.011571320777561	0.40740412275065935	1.4849650188617838	2.4505125801039256	2.216079909527063	1.4909761794970022	2.332947690497269	0.8612506251234774	9.345986458606475	0.9351695447776803	2.9213742014208237	1.3639534912357263	0.861496432436178	2.17867723494024	1.6273295189025931	5.603921597099608	2.40101350707185	2.70591620354522	2.3335023546905034	2.1296222037605768	1.3726572639482784	0.3785940644766344	0.9999933087407509	1.9359168303185927	3.8556040530843556	3.482826641745182	1.879948604435709	0.6649380413293874	0.5479484917451676	0.627929621613622	1.2916385600688174	0.02760970388980778	2.7883171476989097	0.3174379951979001	1.045581945384353	0.3292280096028496	0.6165053944786747	0.7307830148761264	2.514545852121608	0.9149606327858375	4.7812906823932435	0.9297047386376861	1.324507475261356	0.8990207338037526	2.9285304014103675	1.9542114611795383	0.17808659526191403	1.0186688058059639	1.3503740419189032	2.542525932505092	0.37878033974106845	0.10740591823970025	2.6235523270388397	0.5978716413914532	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
40000	-1900.3644372553958	-140.3376436326009	-1760.026793622795	0.9918292167713697	47.0	2.3567184706357986	2.4544125970598594	0.45782648268038906	1.0118970211372904	0.9917347835082777	1.0444727477033917	0.9234950482126661	0.5447762583187563	0.34273867764637334	1.9612348916035574	3.0570802418754	1.3292783581861236	0.887260347953379	1.58766811101255	1.2423533995815605	2.5255274468016484	0.35928519573161255	0.16263296313553444	1.3690865007377355	1.8732945429580012	2.2811321511338307	0.9893019483477161	1.8524191582720337	0.7288199616845519	1.0206800441807935	2.8589506315381823	14.590312437470581	1.1149947218298135	0.25320900156812787	0.5474895527142232	2.1322030918550894	0.7908353626603483	0.818594831471785	4.4805927417587466	2.1957871236437616	0.17347335998690644	3.1983992512171615	2.2484648056472465	1.3067301332528758	1.0607604798545964	1.1545360295978666	0.9866453529916384	0.576370121467789	4.133197770229388	3.9246634440000894	0.434796953669133	1.9868588951433208	1.5652382246870806	0.742982519133643	0.133017770951012	0.7958831994283182	0.19356848741846672	1.3983508212888478	0.9844425462440112	0.5570145265714871	1.264868524949508	5.925044680226591	0.1541039246979683	1.8571958376687365	1.6429786485218876	2.7639362833694707	0.5975245260108056	6.304263040194877	2.556259713375856	0.5318051676804961	1.7645573446851548	2.728700321823263	3.3829304033405263	1.172455305560318	1.363941082553272	3.9236328602885786	3.2986784119333588	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
50000	-1860.1938913412193	-124.58146611824216	-1735.6124252229772	0.8782333249039479	49.0	2.5929171398522732	2.5294054458965967	0.9926665055694234	0.9061222746049415	1.6259489712042967	0.6751374326705997	0.4975303333465278	1.6527737564435607	0.1548995509343178	7.168585565026702	2.743069846160431	0.6197564743853227	1.7732632574276705	0.7578842297183358	0.5182754881008808	1.0339475770338589	0.3495397543819303	1.0154197929786746	0.31215045522484947	1.274327912622398	0.4595256362477594	0.9371703813006125	0.4641428056417424	1.4642813215711474	1.1978344411908357	1.04826082621151	9.800858957559113	0.2948015181677704	0.28550706281592314	2.5929129418698844	1.502071622078051	2.5175251277589354	1.7163866492646134	4.095137324211893	2.8560676656922914	0.311724775397109	3.362373976848609	1.2719236569078212	1.1539462114188057	0.6911421284508511	0.6055194516999493	1.4175506782285816	1.1064129132321567	1.7791208767669995	1.889332698014979	0.9645754022354132	0.4288346083152448	0.6851347454087277	0.5399948631789656	0.11536144242628008	1.1370937162881878	0.770317520222033	0.37471250429892594	1.398670266554672	1.8457986495670295	0.22345634005060075	1.9974960060619404	1.131907674835149	0.47261141137057755	1.7485784354030267	1.8742893529824414	0.4083786614321066	3.702684660035558	2.9403719237634003	0.208673906936736	0.9804710222245008	1.9616112969172526	3.1874509414084597	4.914688726662882	1.4634920503001352	4.35229583558042	2.2174583949653397	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
60000	-1871.3320161054942	-117.06371497970378	-1754.2683011257905	0.7870362473202138	53.0	2.4661603376377075	3.478799260642816	0.7038562372654013	1.1831867860422185	1.0330343977601182	0.31068412465658635	1.6801509009777391	1.4454887549331947	0.19233081829179252	3.7066938630232293	3.104542061144984	1.3638846832669682	0.37163140938259426	0.9837096651076505	0.7051768839440731	1.1609900113298766	0.3202199092487158	0.5838591963178978	1.4016190387589538	0.40149927204291025	1.0085671606304683	0.45109247053038154	0.5950724634745355	0.719853982133617	1.2466617209361779	1.0293539159920708	9.754239399297317	1.318167394043011	0.6482410864921202	0.23474214570499913	3.0597602698856727	1.5969096684637725	0.3891749093607801	3.929197044971902	3.7118905698721854	0.9086381538830786	1.2961169236498522	0.8230951992565366	2.0682764900552515	0.5146726345706866	0.6932927565977715	0.3960827336586558	0.8134261910661686	6.1964121831349175	3.1023459748925193	1.4138048128456826	0.5421414828020248	0.42621282260306387	1.0128780035259481	1.475269957123811	0.19555377834677098	0.8595330913226702	0.27830970350777867	0.5701545369259055	1.3745437361834298	0.8843889377168985	2.887343198245039	1.7799891085661668	0.10821947166639646	1.1265133373348373	1.6329396734653765	1.2523400020930766	3.580348472478669	1.4957710071559158	0.8841110068099927	0.44516087847743835	0.6913891140120534	3.8206182870526755	0.1660708440301717	1.0264786466081262	3.4665037772562894	1.6911765236723357	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0
70000	-1893.332780291273	-117.77943748562217	-1775.5533428056508	0.8470438735603695	52.0	2.500575314759229	2.3341925040534885	1.039116117914184	0.6719858640436682	0.7435371716191775	0.9364276008557322	0.5963382360404729	2.0044530677295196	0.7741192116491095	1.060799152528651	0.6490959516499685	2.774770924564915	1.1854360336081848	0.6753100410926207	0.47778857150377413	0.28229249524502237	0.04350846647168773	0.2836391130713492	2.160827506036806	4.861163675161949	1.0296610558777193	3.2147336599981475	0.3042984287184742	4.595865566394311	0.47755683279578737	1.6020976096659563	5.868666852358749	1.7374393361001321	0.09967789521086111	1.016131793730323	1.047320633400697	1.435614555865511	1.9566822317802188	2.812130945170332	2.8280893117549777	2.1391938892296394	3.454970782990737	1.753696743998801	1.7071882194153847	1.1249280395264407	0.8706705868799278	0.5784956819367644	0.971530912062631	1.8027918002939207	0.8294238849858793	0.11100909946671829	2.019719480033847	0.1932791812990484	0.6716226470943175	0.23880445576252815	0.8017729344699537	1.3418197666767329	0.2867768085554393	0.6499809630795355	1.5834389400852997	1.4972063977904975	2.6194754813049927	0.19998045980648785	0.30374878589983345	1.7515724347762942	1.4828859040723212	1.7570503234361536	3.0157139508579474	1.9332755783606925	3.924235627892025	0.15117247532046285	0.7991406114548647	3.006484495682871	0.30464249450122133	0.6861878585750224	3.694335854449215	2.617823976501669	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0
80000	-1860.0787781285237	-107.34975497826697	-1752.7290231502568	0.9385437390476706	50.0	1.893202280769304	1.596297505798801	0.7628702592399541	0.17958102167277643	0.9147103971283632	1.2775984389524164	0.35058205206339116	2.3224517658383963	0.2447088802296989	0.4212890647519575	1.325994566708972	0.1568824304818777	0.20529971580753326	0.5970482123421424	0.11821833005657258	0.38701021224004617	0.6096215690228046	0.6933478845231981	0.17807871121174512	0.19029742354240323	1.4734719380029446	0.12759859334905588	2.042318652036343	1.106965229969029	0.9398044254568347	3.033471065875387	8.683422355223609	1.4887123286007686	0.9676007477216026	0.9869269114466481	0.8120518665546413	3.0577600952087756	1.2472384314559015	2.8521533526485148	0.44806676583797317	1.1583284250443218	4.369583779120007	1.292266466746695	1.1148122679556964	0.18107071172852723	1.0110197593042503	0.14683817986735861	1.3139808237824844	3.3304561124842365	2.408439547445818	0.14736634884408056	1.3132527747734406	0.0449404005130598	2.137603453467702	0.2918751229340381	0.4807790809281703	0.5833880539001314	5.401005082644733	0.961273533029257	3.2457718954248103	0.2971732885783764	2.8560609630821614	0.3428940985810633	0.35248887764252246	1.899373594107974	0.9001104187726595	0.7636536062199318	3.0249634797766616	0.6254755504117071	1.3690349719255508	0.20154897614565176	2.114699259673668	3.0732852927041483	1.2007714880523552	0.14433467206524755	2.635923789996634	2.2299334768820405	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0
90000	-1887.099132480806	-117.13178507443814	-1769.967347406368	0.8993928036043021	56.0	2.409682956205156	4.127382185056116	1.6917289817636492	0.02465664712793487	0.4728687950141372	0.2820048815886747	1.507711457295962	4.5690828841344535	4.142567632910345	2.199139655339162	0.05754573882231298	0.46215286962137586	0.4241646516001516	0.08196665379239984	0.5611925938305887	0.733510442412474	1.4124931848912063	1.2293544882980103	0.7049315499412859	0.4544182626402082	0.15088413550533733	0.10503330295428943	1.1185852896314585	0.8060441665670061	0.9678902371852538	1.8740406700114207	6.668331762522868	0.44331989952665146	3.890628083201652	0.13560661054607526	1.857660776108995	3.179182485509399	1.1954549165893966	1.5744195485276888	1.542263407420931	2.1701397993027163	2.1433743523790203	1.1136366034837135	1.1300282943082993	0.9344583016044649	0.8862194809823438	2.509222398066609	1.1295388746905604	4.052667887033453	3.176611203272308	0.2610951577856325	0.19160600973555977	0.23978799148097718	0.7821178018327676	0.19515689666086952	0.24211374508202588	2.49015088394618	0.47959290015146155	0.534172044756027	1.4946840005785025	0.4129325955978639	3.4912435043085113	0.8139822445825358	0.8288413575465816	1.7498800859786698	1.6337594950683718	0.8441907749995664	2.5742070352726576	1.4399098273460522	2.895122811176341	1.2592373118096507	0.11364494801549721	4.443641925408506	2.6897498117146035	0.26210019044135296	2.061356099841816	1.0848690209392806	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
