state	posterior	prior	likelihood	treeModel.rootHeight	skyride.precision	CP1+2.kappa	CP3.kappa	CP1+2.frequencies1	CP1+2.frequencies2	CP1+2.frequencies3	CP1+2.frequencies4	CP3.frequencies1	CP3.frequencies2	CP3.frequencies3	CP3.frequencies4	CP1+2.alpha	CP3.alpha	CP1+2.mu	CP3.mu	clock.rate	CP1+2.treeLikelihood	CP3.treeLikelihood	skyride
200000	-34369.196828296626	-9742.556654752249	-24626.64017354438	12.770685317459616	0.15521519287265684	6.347521589789353	13.884682309719013	0.32177205395211417	0.21377963477783923	0.22994943619072586	0.23449887507932207	0.39360238432231237	0.17991834022180994	0.14066054318307875	0.2858187322727978	0.25064198191649184	1.71522991563893	0.5934185973877321	1.8131628052245359	0.0027198848832215403	-9555.822148691102	-15070.818024853277	-9730.62722903159
400000	-34803.80486623532	-10170.110142527448	-24633.69472370787	12.862535741810749	0.07906468242921465	5.757908791200852	12.686948231530288	0.32849256459432075	0.20924575128479136	0.2453759907431904	0.21688569337769886	0.3863522528141603	0.18307899984856693	0.14564636000186185	0.2849223873354097	0.22173282215434043	2.071947432022463	0.5814096536846471	1.8371806926307062	0.002900502507765921	-9591.390317264233	-15042.30440644364	-10158.372884125874
600000	-34779.49065190484	-10159.714896035755	-24619.77575586908	12.735695747988881	0.08187072095929027	6.8624743865390405	11.596872554091778	0.3415998243580817	0.1998603082096487	0.24454296859248456	0.21399689883978631	0.3895124008762971	0.18831422145946994	0.13464095944125729	0.28753241822297426	0.23958175473542848	2.1247515483474553	0.5985338199157191	1.8029323601685623	0.0029197926849938954	-9563.488440327232	-15056.287315541847	-10147.691971268814
800000	-34511.83946424844	-9883.213606244231	-24628.625858004212	12.810986435859052	0.115115881490658	6.218375557843501	12.739182033913206	0.3285318552037054	0.21383946418357866	0.23643960749407722	0.2211890731186403	0.40639408900645774	0.17992936346395538	0.14822044556003844	0.26545610196954716	0.24995851035919242	2.0912194697641455	0.6104120709650621	1.7791758580698767	0.002811506760669855	-9599.516157645163	-15029.109700359051	-9870.968122950995
1000000	-34907.621189985315	-10306.631042443527	-24600.990147541786	13.088266738114562	0.0666100433604589	6.290606066964471	12.858676217593402	0.34058475120884507	0.21013486498803616	0.22561513999295935	0.22366524381016115	0.4273695990438984	0.17269989726105153	0.13711090591978253	0.2628195977752664	0.3002480066672492	2.2701099609460718	0.5842021841084004	1.8315956317832	0.002898677262979443	-9594.209161705818	-15006.780985835969	-10294.35018732405
1200000	-34641.52664522387	-10058.520477707472	-24583.006167516403	12.900013290457043	0.09304490168361775	5.856186472120619	12.246577598710061	0.3060068583152055	0.20700162300046285	0.25452584424166635	0.23246567444266694	0.4043761193528343	0.1835429402930468	0.1404904630371519	0.2715904773169658	0.2536513931336526	1.7946461290610205	0.5849006308456077	1.8301987383087854	0.002796336687305694	-9598.194047292283	-14984.812120224122	-10047.263896623794
1400000	-34767.071254901035	-10184.174370198949	-24582.896884702088	12.941547843240949	0.07923058188780722	7.037277093376291	12.993660579448898	0.31719570006740133	0.2058477033701577	0.23103266643836176	0.24592393012408076	0.4051485079399907	0.16670464614843467	0.14840081788130807	0.27974602803026544	0.25001592956328966	2.180854456746634	0.6141027690864381	1.7717944618271242	0.0028078115036974578	-9569.413589239719	-15013.483295462369	-10171.903407710135
1600000	-34783.80329054437	-10197.819817040623	-24585.983473503744	12.738238112275425	0.08348312869719393	6.769730945494937	14.906988523725634	0.33000011768121784	0.212974971852958	0.23738716595736709	0.21963774450845863	0.39393211197174755	0.191512275456424	0.13542331460349366	0.27913229796833366	0.24473265037186703	2.0390149959766672	0.6008533844244556	1.7982932311510897	0.0028886368112976085	-9583.193403507361	-15002.790069996385	-10185.47197611703
1800000	-34715.17658951385	-10056.275419651956	-24658.901169861892	13.024338562213883	0.09450417028987804	6.9269548801504985	13.8012056497912	0.3209214741649727	0.20901466023923204	0.2437093359896822	0.2263545296061149	0.3956579345973106	0.18940348435916227	0.12749208859136787	0.2874464924521582	0.21602412699027004	2.092911076321008	0.584081765904294	1.831836468191412	0.002859726260393589	-9615.935125765718	-15042.966044096172	-10043.913155051378
2000000	-34660.86897151588	-10032.209459150603	-24628.65951236528	13.123423526611534	0.11136724188976428	7.072560884829445	12.222725851768327	0.32594978249923046	0.20700592995031986	0.23188678624038395	0.23515750131006743	0.38182347134845873	0.1911285726308244	0.15248048270277903	0.27456747331793663	0.23076965273418004	1.7922204813045448	0.5512916996254429	1.8974166007491138	0.0028082486845306277	-9567.787126538315	-15060.872385826968	-10020.465831839541
