state	posterior	prior	likelihood	treeModel.rootHeight	constant.popSize	CP1+2.kappa	CP3.kappa	CP1+2.frequencies1	CP1+2.frequencies2	CP1+2.frequencies3	CP1+2.frequencies4	CP3.frequencies1	CP3.frequencies2	CP3.frequencies3	CP3.frequencies4	CP1+2.mu	CP3.mu	clock.rate	CP1+2.treeLikelihood	CP3.treeLikelihood
300000	-86571.77227296516	-15036.109834309169	-71535.66243865599	18.908700093606647	16.092452928771973	4.51485120612702	8.626230155633673	0.38589052271739693	0.1769301746054532	0.20820343466993674	0.22897586800721523	0.3650066947922745	0.21357402351615823	0.1712017185149027	0.2502175631766633	0.6344247197019771	1.7311505605960307	0.004860222339870667	-33208.99951043006	-38326.662928225924
600000	-86573.89815685144	-15070.712518155455	-71503.18563869598	19.5575774963952	15.888650456916388	4.807018857712466	8.899845282406526	0.37376593140895237	0.19163548065268096	0.2113792121029629	0.2232193758354057	0.35821434068221114	0.21632934635246162	0.1782610622189697	0.24719525074635598	0.6258624242616411	1.7482751514767023	0.004995279955947279	-33169.573802516665	-38333.61183617933
900000	-86715.60312572881	-15190.380498741319	-71525.2226269875	18.766857595562733	16.403085070931166	4.667968697510012	8.460162142902227	0.3791157881172023	0.1815506880615017	0.22160297451956135	0.21773054930173644	0.3687766261350852	0.20693208325673096	0.16686924471049042	0.25742204589769174	0.6447431352308295	1.7105137295383255	0.004803592451859484	-33239.810413718806	-38285.41221326868
1200000	-86733.66339597177	-15163.808812591462	-71569.85458338031	18.855100272777772	16.012103981834805	5.001454887079597	8.029067471212564	0.3876207963537278	0.1835449428972466	0.21084150757925574	0.21799275316977165	0.3574463329332849	0.21934070943653483	0.17618342763631548	0.2470295299938631	0.6434595831808599	1.7130808336382646	0.004860523962948567	-33182.06665838883	-38387.78792499147
1500000	-86568.621753521	-15031.527715270007	-71537.094038251	19.348893709855787	15.61585559614399	4.654779662822638	8.733399015387402	0.3781609583414458	0.19222103020192488	0.2178195670536889	0.21179844440294243	0.3727565482196979	0.20903185082133716	0.1753579500315009	0.24285365092746253	0.6278805617708912	1.744238876458202	0.0049134141189233526	-33184.453927953546	-38352.64011029746
1800000	-86626.32217960613	-15087.51683685294	-71538.80534275318	20.753231660117457	15.80740157246343	4.931600738888977	8.553624897188861	0.3809017206732522	0.18298825986228495	0.2111726773330934	0.22493734213137165	0.3629294880623271	0.2160344548290486	0.17105203802337077	0.24998401908525195	0.6253835136437108	1.7492329727125628	0.004944941400144301	-33197.76991488654	-38341.035427866635
2100000	-86567.95669647887	-14986.5228984675	-71581.43379801136	18.949052238647074	15.620581488472853	5.03218039381346	8.634547085166172	0.3786689800619301	0.18032009590051004	0.21626525275779035	0.2247456712797719	0.36317064715266023	0.22233733298813305	0.17747538338198474	0.23701663647722068	0.6414594671224425	1.7170810657550994	0.004883162226410466	-33250.4047823057	-38331.02901570566
2400000	-86527.71060021535	-15014.573981653308	-71513.13661856204	18.08629205801457	15.308453817632376	4.413413236682948	8.473002195859578	0.38004013260904873	0.18167887173693015	0.21630821662700828	0.22197277902701557	0.3548016122037186	0.21890935706050532	0.18073615840329532	0.24555287233247927	0.6309626859077316	1.7380746281845207	0.005016418713549846	-33232.42213808748	-38280.714480474555
2700000	-86500.81933744108	-14993.12445206366	-71507.69488537742	19.190015469590797	15.290997524761412	4.610727611815303	9.019681986434808	0.3792821006891249	0.18327249758337175	0.21069161407123232	0.22675378765627383	0.37315399618098416	0.20770660225982088	0.16544583415642927	0.2536935674027641	0.6484108283068417	1.7031783433863006	0.005007322183632307	-33216.79042186567	-38290.90446351175
3000000	-86479.15784124579	-14982.628670773644	-71496.52917047215	18.478363919861437	15.227604151543872	4.630874687539433	8.773702747819703	0.3740974871987744	0.1856895443185833	0.21774406756097012	0.22246890092167487	0.3714982615043052	0.21329138789847704	0.16463595994099295	0.25057439065622317	0.6374918905237489	1.7250162189524867	0.004969924231866427	-33209.575702508024	-38286.95346796412
3300000	-86489.06772386922	-15079.578596523043	-71409.48912734617	18.50030356091345	15.62678406957725	4.949102696215927	8.463301736197474	0.3785666914466123	0.18131783811808794	0.21091827600679508	0.22919719442850753	0.3771822641685643	0.21523666276243417	0.17261405708519642	0.23496701598380354	0.6246314690594661	1.7507370618810518	0.004842564013888172	-33135.24571011799	-38274.24341722818
3600000	-86524.9758529347	-15023.24218360203	-71501.73366933267	18.544514275221825	15.313446141626589	4.714846278394583	8.314627992525322	0.38837376275793467	0.18221934737991732	0.20733156205859224	0.2220753278035584	0.3655893383980582	0.2189914099026672	0.17107068726071126	0.244348564438562	0.6250823481530834	1.7498353036938177	0.004909684236814012	-33193.26986481239	-38308.46380452027
3900000	-86510.0243906587	-15044.192179077016	-71465.83221158168	19.02293760567245	15.423163917659767	4.843769766203299	9.032594252851833	0.3682863654059928	0.1845482762049836	0.21271773197445798	0.2344476264145682	0.37276960668050274	0.21326190210110843	0.17233705500893062	0.241631436209457	0.6252883062815054	1.7494233874369731	0.004927916859094167	-33156.44365912058	-38309.3885524611
4200000	-86404.05409805293	-14935.937302011855	-71468.11679604108	19.27812202019146	15.26365428191297	4.804262242634434	8.97285727319606	0.37294583089198396	0.18339157341837808	0.21946941329674366	0.2241931823928969	0.3700241437556201	0.22128291749611087	0.16741844121317706	0.24127449753509084	0.6220787683640013	1.7558424632719813	0.004959582505620559	-33160.50998547927	-38307.60681056182
4500000	-86482.73247348609	-14908.365443483011	-71574.36703000308	17.844118100788595	15.169932729913855	4.968490915490938	8.447485805335745	0.3878090350400637	0.1853546106131784	0.20546914419971155	0.22136721014704916	0.3584931290786837	0.2258049820257681	0.1645665342435274	0.25113535465201964	0.6318398728025431	1.736320254394898	0.004942363144844201	-33244.57371319639	-38329.79331680668
4800000	-86364.09257224642	-14789.86386868823	-71574.22870355818	19.189581214243585	14.584384956724042	4.775724050667564	8.48622459227433	0.3858343302909814	0.1896627372645464	0.2088418678590544	0.21566106458542056	0.370964957429314	0.20714488307570336	0.16221289905026268	0.2596772604447189	0.632875910223011	1.734248179553962	0.0050250965055172216	-33191.300517546064	-38382.92818601212
5100000	-86368.05107580624	-14711.489319726546	-71656.5617560797	18.374713942906236	14.104576681318976	4.940013358809378	9.12534642908637	0.3861102725603982	0.17443470830166946	0.2109375742789522	0.22851744485898307	0.3656793669093488	0.22124247279618658	0.17492030974447104	0.23815785054999278	0.6374177086333939	1.7251645827331958	0.005082531442233701	-33226.918990415295	-38429.6427656644
5400000	-86381.34744099	-14861.896231670265	-71519.45120931973	18.519079986798836	14.911187288112252	4.5717444542134515	8.459132697602502	0.3786895489508356	0.1784134383362638	0.21217916463294223	0.2307178480799614	0.37102568112344864	0.21831852177607217	0.17325694619915313	0.23739885090132512	0.6314492911132826	1.7371014177734183	0.0050062784436064964	-33140.161801881455	-38379.28940743828
5700000	-86508.37810809215	-14987.918336646808	-71520.45977144534	18.86946226611608	15.598582848269972	4.891189112845675	8.62868670312088	0.37920033104234757	0.18308503115167415	0.21477405734621138	0.22294058045976994	0.36424882922931645	0.20271085066326885	0.17324971166280778	0.259790608444606	0.6221449614868991	1.7557100770261853	0.0049646704063954295	-33186.43917601544	-38334.02059542991
6000000	-86554.39884419646	-15042.974015763963	-71511.4248284325	18.875510947898864	15.643798095886982	4.61783650047409	8.611806687705059	0.36931143401127414	0.19110313826854078	0.22115685667253726	0.21842857104765087	0.3631847735022563	0.21610720570365685	0.17437085303464428	0.2463371677594417	0.6309015620321775	1.738196875935629	0.005005979382280721	-33228.68209510915	-38282.74273332336
6300000	-86587.79978984097	-15091.488090709085	-71496.31169913188	18.0463833547644	15.397563593527465	4.786459501848298	8.724791043992916	0.36606979435342446	0.19376491744063126	0.21315434932383773	0.22701093888210971	0.3651847497198088	0.2135641297567026	0.1701711370623246	0.25107998346116334	0.630120990564843	1.739758018870298	0.0049038020438663225	-33137.09342042999	-38359.21827870188
6600000	-86523.8538073255	-14937.03478950986	-71586.81901781565	18.532203492570865	15.385810499072928	4.451129139092248	8.676734836339113	0.38014114758203044	0.18562424436157834	0.21600889238699705	0.21822571566939733	0.35291573475773413	0.21773460420399654	0.18284860601258213	0.24650105502568656	0.6347249149688778	1.7305501700622283	0.00510609510114304	-33237.07198712473	-38349.74703069092
